feature,label_horizon,metric,value,samples
LiqShortUSD,future_return_12,q_bottom_pf,0.306181,55
LiqShortUSD,future_return_12,q_bottom_wr,0.327273,55
LiqShortUSD,future_return_12,rolling_mean_50,-0.008604,0
LiqShortUSD,future_return_12,rolling_std_50,0.043413,0
LiqShortUSD,future_return_12,rolling_stability_50,0.038182,0
LiqShortUSD,future_return_12,rolling_mean_100,-0.008023,0
LiqShortUSD,future_return_12,rolling_std_100,0.040365,0
LiqShortUSD,future_return_12,rolling_stability_100,0.038182,0
LiqShortUSD,future_return_12,rolling_mean_200,-0.004737,0
LiqShortUSD,future_return_12,rolling_std_200,0.023798,0
LiqShortUSD,future_return_12,rolling_stability_200,0.038182,0
LiqShortUSD,future_return_12,regime_trending_high_vol,0.000000,46
LiqShortUSD,future_return_12,regime_ranging_low_vol,0.000000,266
LiqShortUSD,future_return_12,regime_trending_low_vol,0.000000,119
LiqShortUSD,future_return_12,regime_ranging_high_vol,-0.149355,119
LiqShortUSD,future_return_24,pearson,-0.008721,550
LiqShortUSD,future_return_24,spearman,0.002304,550
LiqShortUSD,future_return_24,q_top_pf,0.019547,55
LiqShortUSD,future_return_24,q_top_wr,0.090909,55
LiqShortUSD,future_return_24,q_bottom_pf,0.192465,55
LiqShortUSD,future_return_24,q_bottom_wr,0.272727,55
LiqShortUSD,future_return_24,rolling_mean_50,0.005980,0
LiqShortUSD,future_return_24,rolling_std_50,0.030372,0
LiqShortUSD,future_return_24,rolling_stability_50,1.000000,0
LiqShortUSD,future_return_24,rolling_mean_100,0.000128,0
LiqShortUSD,future_return_24,rolling_std_100,0.003683,0
LiqShortUSD,future_return_24,rolling_stability_100,0.980000,0
LiqShortUSD,future_return_24,rolling_mean_200,-0.000393,0
LiqShortUSD,future_return_24,rolling_std_200,0.002115,0
LiqShortUSD,future_return_24,rolling_stability_200,0.038182,0
LiqShortUSD,future_return_24,regime_trending_high_vol,0.000000,46
LiqShortUSD,future_return_24,regime_ranging_low_vol,0.000000,266
LiqShortUSD,future_return_24,regime_trending_low_vol,0.000000,119
LiqShortUSD,future_return_24,regime_ranging_high_vol,0.071743,119
LiqShortUSD,,decay_peak,0.075311,0
LiqShortUSD,,decay_avg,0.050225,0
LiqShortUSD,,decay_rate,0.032169,0
LiqShortUSD,,decay_persistence,0.005513,0
LiqImbalance,future_return_4,pearson,0.005086,550
LiqImbalance,future_return_4,spearman,0.002168,550
LiqImbalance,future_return_4,q_top_pf,1.937155,55
LiqImbalance,future_return_4,q_top_wr,0.400000,55
LiqImbalance,future_return_4,q_bottom_pf,1.003844,55
LiqImbalance,future_return_4,q_bottom_wr,0.381818,55
LiqImbalance,future_return_4,rolling_mean_50,0.005410,0
LiqImbalance,future_return_4,rolling_std_50,0.036733,0
LiqImbalance,future_return_4,rolling_stability_50,0.996364,0
LiqImbalance,future_return_4,rolling_mean_100,0.005027,0
LiqImbalance,future_return_4,rolling_std_100,0.034591,0
LiqImbalance,future_return_4,rolling_stability_100,0.998182,0
LiqImbalance,future_return_4,rolling_mean_200,0.002857,0
LiqImbalance,future_return_4,rolling_std_200,0.019580,0
LiqImbalance,future_return_4,rolling_stability_200,0.998182,0
LiqImbalance,future_return_4,regime_trending_high_vol,0.000000,46
LiqImbalance,future_return_4,regime_ranging_low_vol,0.000000,266
LiqImbalance,future_return_4,regime_trending_low_vol,0.000000,119
LiqImbalance,future_return_4,regime_ranging_high_vol,0.014691,119
LiqImbalance,future_return_12,pearson,0.056772,550
LiqImbalance,future_return_12,spearman,-0.001070,550
LiqImbalance,future_return_12,q_top_pf,0.134365,55
LiqImbalance,future_return_12,q_top_wr,0.327273,55
LiqImbalance,future_return_12,q_bottom_pf,0.262965,55
LiqImbalance,future_return_12,q_bottom_wr,0.309091,55
LiqImbalance,future_return_12,rolling_mean_50,0.003895,0
LiqImbalance,future_return_12,rolling_std_50,0.033856,0
LiqImbalance,future_return_12,rolling_stability_50,0.985455,0
LiqImbalance,future_return_12,rolling_mean_100,0.006485,0
LiqImbalance,future_return_12,rolling_std_100,0.034425,0
LiqImbalance,future_return_12,rolling_stability_100,1.000000,0
LiqImbalance,future_return_12,rolling_mean_200,0.004179,0
LiqImbalance,future_return_12,rolling_std_200,0.021628,0
LiqImbalance,future_return_12,rolling_stability_200,1.000000,0
LiqImbalance,future_return_12,regime_trending_high_vol,0.000000,46
LiqImbalance,future_return_12,regime_ranging_low_vol,0.000000,266
LiqImbalance,future_return_12,regime_trending_low_vol,0.000000,119
LiqImbalance,future_return_12,regime_ranging_high_vol,0.079813,119
LiqImbalance,future_return_24,pearson,0.013535,550
LiqImbalance,future_return_24,spearman,0.000713,550
LiqImbalance,future_return_24,q_top_pf,0.019275,55
LiqImbalance,future_return_24,q_top_wr,0.090909,55
LiqImbalance,future_return_24,q_bottom_pf,0.256547,55
LiqImbalance,future_return_24,q_bottom_wr,0.272727,55
LiqImbalance,future_return_24,rolling_mean_50,-0.010422,0
LiqImbalance,future_return_24,rolling_std_50,0.054148,0
LiqImbalance,future_return_24,rolling_stability_50,0.038182,0
LiqImbalance,future_return_24,rolling_mean_100,-0.000277,0
LiqImbalance,future_return_24,rolling_std_100,0.005814,0
LiqImbalance,future_return_24,rolling_stability_100,0.018182,0
LiqImbalance,future_return_24,rolling_mean_200,0.000672,0
LiqImbalance,future_return_24,rolling_std_200,0.003681,0
LiqImbalance,future_return_24,rolling_stability_200,1.000000,0
LiqImbalance,future_return_24,regime_trending_high_vol,0.000000,46
LiqImbalance,future_return_24,regime_ranging_low_vol,0.000000,266
LiqImbalance,future_return_24,regime_trending_low_vol,0.000000,119
LiqImbalance,future_return_24,regime_ranging_high_vol,-0.112560,119
LiqImbalance,,decay_peak,0.028921,0
LiqImbalance,,decay_avg,0.013224,0
LiqImbalance,,decay_rate,-0.001748,0
LiqImbalance,,decay_persistence,0.003627,0
Return1,future_return_4,pearson,-0.038882,550
Return1,future_return_4,spearman,-0.077109,550
Return1,future_return_4,q_top_pf,2.404653,55
Return1,future_return_4,q_top_wr,0.490909,55
Return1,future_return_4,q_bottom_pf,1.829149,55
Return1,future_return_4,q_bottom_wr,0.545455,55
Return1,future_return_4,rolling_mean_50,-0.193310,0
Return1,future_return_4,rolling_std_50,0.277680,0
Return1,future_return_4,rolling_stability_50,0.720000,0
Return1,future_return_4,rolling_mean_100,-0.167196,0
Return1,future_return_4,rolling_std_100,0.257193,0
Return1,future_return_4,rolling_stability_100,0.629091,0
Return1,future_return_4,rolling_mean_200,-0.211490,0
Return1,future_return_4,rolling_std_200,0.219760,0
Return1,future_return_4,rolling_stability_200,0.952727,0
Return1,future_return_4,regime_trending_high_vol,-0.335364,46
Return1,future_return_4,regime_ranging_low_vol,0.052382,266
Return1,future_return_4,regime_trending_low_vol,0.439583,119
Return1,future_return_4,regime_ranging_high_vol,-0.041685,119
Return1,future_return_12,pearson,-0.063335,550
Return1,future_return_12,spearman,-0.058653,550
Return1,future_return_12,q_top_pf,1.335097,55
Return1,future_return_12,q_top_wr,0.490909,55
Return1,future_return_12,q_bottom_pf,2.013222,55
Return1,future_return_12,q_bottom_wr,0.436364,55
Return1,future_return_12,rolling_mean_50,-0.169154,0
Return1,future_return_12,rolling_std_50,0.217201,0
Return1,future_return_12,rolling_stability_50,0.805455,0
Return1,future_return_12,rolling_mean_100,-0.145235,0
Return1,future_return_12,rolling_std_100,0.206072,0
Return1,future_return_12,rolling_stability_100,0.776364,0
Return1,future_return_12,rolling_mean_200,-0.166366,0
Return1,future_return_12,rolling_std_200,0.179592,0
Return1,future_return_12,rolling_stability_200,0.858182,0
Return1,future_return_12,regime_trending_high_vol,-0.233618,46
Return1,future_return_12,regime_ranging_low_vol,-0.170165,266
Return1,future_return_12,regime_trending_low_vol,0.254631,119
Return1,future_return_12,regime_ranging_high_vol,0.037814,119
Return1,future_return_24,pearson,-0.131320,550
Return1,future_return_24,spearman,-0.109974,550
Return1,future_return_24,q_top_pf,1.079797,55
Return1,future_return_24,q_top_wr,0.381818,55
Return1,future_return_24,q_bottom_pf,2.354994,55
Return1,future_return_24,q_bottom_wr,0.436364,55
Return1,future_return_24,rolling_mean_50,-0.216203,0
Return1,future_return_24,rolling_std_50,0.192716,0
Return1,future_return_24,rolling_stability_50,0.869091,0
Return1,future_return_24,rolling_mean_100,-0.188594,0
Return1,future_return_24,rolling_std_100,0.175424,0
Return1,future_return_24,rolling_stability_100,0.816364,0
Return1,future_return_24,rolling_mean_200,-0.204047,0
Return1,future_return_24,rolling_std_200,0.155845,0
Return1,future_return_24,rolling_stability_200,0.867273,0
Return1,future_return_24,regime_trending_high_vol,-0.274086,46
Return1,future_return_24,regime_ranging_low_vol,-0.278719,266
Return1,future_return_24,regime_trending_low_vol,0.314988,119
Return1,future_return_24,regime_ranging_high_vol,-0.197326,119
Return1,,decay_peak,0.120647,0
Return1,,decay_avg,0.079879,0
Return1,,decay_rate,-0.031326,0
Return1,,decay_persistence,0.057995,0
Return4,future_return_4,pearson,-0.198803,550
Return4,future_return_4,spearman,-0.065622,550
Return4,future_return_4,q_top_pf,1.244101,55
Return4,future_return_4,q_top_wr,0.472727,55
Return4,future_return_4,q_bottom_pf,2.779114,55
Return4,future_return_4,q_bottom_wr,0.472727,55
Return4,future_return_4,rolling_mean_50,-0.234383,0
Return4,future_return_4,rolling_std_50,0.282119,0
Return4,future_return_4,rolling_stability_50,0.718182,0
Return4,future_return_4,rolling_mean_100,-0.220430,0
Return4,future_return_4,rolling_std_100,0.272281,0
Return4,future_return_4,rolling_stability_100,0.776364,0
Return4,future_return_4,rolling_mean_200,-0.221818,0
Return4,future_return_4,rolling_std_200,0.247009,0
Return4,future_return_4,rolling_stability_200,0.894545,0
Return4,future_return_4,regime_trending_high_vol,-0.257146,46
Return4,future_return_4,regime_ranging_low_vol,-0.255571,266
Return4,future_return_4,regime_trending_low_vol,0.010048,119
Return4,future_return_4,regime_ranging_high_vol,-0.239146,119
Return4,future_return_12,pearson,-0.143110,550
Return4,future_return_12,spearman,-0.054376,550
Return4,future_return_12,q_top_pf,0.982709,55
Return4,future_return_12,q_top_wr,0.454545,55
Return4,future_return_12,q_bottom_pf,3.346562,55
Return4,future_return_12,q_bottom_wr,0.472727,55
Return4,future_return_12,rolling_mean_50,-0.218187,0
Return4,future_return_12,rolling_std_50,0.242337,0
Return4,future_return_12,rolling_stability_50,0.816364,0
Return4,future_return_12,rolling_mean_100,-0.196049,0
Return4,future_return_12,rolling_std_100,0.214335,0
Return4,future_return_12,rolling_stability_100,0.774545,0
Return4,future_return_12,rolling_mean_200,-0.187095,0
Return4,future_return_12,rolling_std_200,0.169745,0
Return4,future_return_12,rolling_stability_200,0.850909,0
Return4,future_return_12,regime_trending_high_vol,-0.355827,46
Return4,future_return_12,regime_ranging_low_vol,-0.356721,266
Return4,future_return_12,regime_trending_low_vol,-0.067405,119
Return4,future_return_12,regime_ranging_high_vol,0.095298,119
Return4,future_return_24,pearson,-0.245833,550
Return4,future_return_24,spearman,-0.242614,550
Return4,future_return_24,q_top_pf,0.747685,55
Return4,future_return_24,q_top_wr,0.327273,55
Return4,future_return_24,q_bottom_pf,13.635488,55
Return4,future_return_24,q_bottom_wr,0.618182,55
Return4,future_return_24,rolling_mean_50,-0.295581,0
Return4,future_return_24,rolling_std_50,0.239199,0
Return4,future_return_24,rolling_stability_50,0.865455,0
Return4,future_return_24,rolling_mean_100,-0.247354,0
Return4,future_return_24,rolling_std_100,0.201138,0
Return4,future_return_24,rolling_stability_100,0.834545,0
Return4,future_return_24,rolling_mean_200,-0.229856,0
Return4,future_return_24,rolling_std_200,0.165592,0
Return4,future_return_24,rolling_stability_200,0.849091,0
Return4,future_return_24,regime_trending_high_vol,-0.269256,46
Return4,future_return_24,regime_ranging_low_vol,-0.432405,266
Return4,future_return_24,regime_trending_low_vol,-0.051352,119
Return4,future_return_24,regime_ranging_high_vol,-0.334105,119
Return4,,decay_peak,0.244224,0
Return4,,decay_avg,0.158393,0
Return4,,decay_rate,-0.056005,0
Return4,,decay_persistence,0.098743,0
Return12,future_return_4,pearson,-0.304553,550
Return12,future_return_4,spearman,0.002931,550
Return12,future_return_4,q_top_pf,0.408582,55
Return12,future_return_4,q_top_wr,0.472727,55
Return12,future_return_4,q_bottom_pf,3.024210,55
Return12,future_return_4,q_bottom_wr,0.454545,55
Return12,future_return_4,rolling_mean_50,-0.201730,0
Return12,future_return_4,rolling_std_50,0.240646,0
Return12,future_return_4,rolling_stability_50,0.832727,0
Return12,future_return_4,rolling_mean_100,-0.173778,0
Return12,future_return_4,rolling_std_100,0.210379,0
Return12,future_return_4,rolling_stability_100,0.805455,0
Return12,future_return_4,rolling_mean_200,-0.154121,0
Return12,future_return_4,rolling_std_200,0.158216,0
Return12,future_return_4,rolling_stability_200,0.849091,0
Return12,future_return_4,regime_trending_high_vol,-0.214805,46
Return12,future_return_4,regime_ranging_low_vol,-0.415051,266
Return12,future_return_4,regime_trending_low_vol,-0.309394,119
Return12,future_return_4,regime_ranging_high_vol,-0.348804,119
Return12,future_return_12,pearson,-0.299654,550
Return12,future_return_12,spearman,-0.166425,550
Return12,future_return_12,q_top_pf,0.398645,55
Return12,future_return_12,q_top_wr,0.418182,55
Return12,future_return_12,q_bottom_pf,8.784090,55
Return12,future_return_12,q_bottom_wr,0.654545,55
Return12,future_return_12,rolling_mean_50,-0.275791,0
Return12,future_return_12,rolling_std_50,0.253940,0
Return12,future_return_12,rolling_stability_50,0.854545,0
Return12,future_return_12,rolling_mean_100,-0.235492,0
Return12,future_return_12,rolling_std_100,0.216017,0
Return12,future_return_12,rolling_stability_100,0.805455,0
Return12,future_return_12,rolling_mean_200,-0.228844,0
Return12,future_return_12,rolling_std_200,0.181738,0
Return12,future_return_12,rolling_stability_200,0.840000,0
Return12,future_return_12,regime_trending_high_vol,-0.534229,46
Return12,future_return_12,regime_ranging_low_vol,-0.226101,266
Return12,future_return_12,regime_trending_low_vol,-0.343121,119
Return12,future_return_12,regime_ranging_high_vol,-0.191162,119
Return12,future_return_24,pearson,-0.303048,550
Return12,future_return_24,spearman,-0.286539,550
Return12,future_return_24,q_top_pf,0.743003,55
Return12,future_return_24,q_top_wr,0.345455,55
Return12,future_return_24,q_bottom_pf,13.422802,55
Return12,future_return_24,q_bottom_wr,0.600000,55
Return12,future_return_24,rolling_mean_50,-0.360154,0
Return12,future_return_24,rolling_std_50,0.346531,0
Return12,future_return_24,rolling_stability_50,0.836364,0
Return12,future_return_24,rolling_mean_100,-0.317189,0
Return12,future_return_24,rolling_std_100,0.259615,0
Return12,future_return_24,rolling_stability_100,0.830909,0
Return12,future_return_24,rolling_mean_200,-0.299883,0
Return12,future_return_24,rolling_std_200,0.205721,0
Return12,future_return_24,rolling_stability_200,0.860000,0
Return12,future_return_24,regime_trending_high_vol,-0.374391,46
Return12,future_return_24,regime_ranging_low_vol,-0.357789,266
Return12,future_return_24,regime_trending_low_vol,-0.518188,119
Return12,future_return_24,regime_ranging_high_vol,-0.438512,119
Return12,,decay_peak,0.294793,0
Return12,,decay_avg,0.227192,0
Return12,,decay_rate,-0.070526,0
Return12,,decay_persistence,0.153742,0
Volatility14,future_return_4,pearson,0.120919,550
Volatility14,future_return_4,spearman,0.030940,550
Volatility14,future_return_4,q_top_pf,5.456328,55
Volatility14,future_return_4,q_top_wr,0.563636,55
Volatility14,future_return_4,q_bottom_pf,1.059619,55
Volatility14,future_return_4,q_bottom_wr,0.527273,55
Volatility14,future_return_4,rolling_mean_50,-0.005544,0
Volatility14,future_return_4,rolling_std_50,0.198970,0
Volatility14,future_return_4,rolling_stability_50,0.554545,0
Volatility14,future_return_4,rolling_mean_100,0.029559,0
Volatility14,future_return_4,rolling_std_100,0.129452,0
Volatility14,future_return_4,rolling_stability_100,0.541818,0
Volatility14,future_return_4,rolling_mean_200,0.017935,0
Volatility14,future_return_4,rolling_std_200,0.100691,0
Volatility14,future_return_4,rolling_stability_200,0.569091,0
Volatility14,future_return_4,regime_trending_high_vol,0.281748,46
Volatility14,future_return_4,regime_ranging_low_vol,0.260335,266
Volatility14,future_return_4,regime_trending_low_vol,0.426857,119
Volatility14,future_return_4,regime_ranging_high_vol,0.196898,119
Volatility14,future_return_12,pearson,0.203658,550
Volatility14,future_return_12,spearman,0.058877,550
Volatility14,future_return_12,q_top_pf,5.119481,55
Volatility14,future_return_12,q_top_wr,0.618182,55
Volatility14,future_return_12,q_bottom_pf,5.333565,55
Volatility14,future_return_12,q_bottom_wr,0.636364,55
Volatility14,future_return_12,rolling_mean_50,0.081956,0
Volatility14,future_return_12,rolling_std_50,0.329982,0
Volatility14,future_return_12,rolling_stability_50,0.565455,0
Volatility14,future_return_12,rolling_mean_100,0.113215,0
Volatility14,future_return_12,rolling_std_100,0.219720,0
Volatility14,future_return_12,rolling_stability_100,0.721818,0
Volatility14,future_return_12,rolling_mean_200,0.087999,0
Volatility14,future_return_12,rolling_std_200,0.184994,0
Volatility14,future_return_12,rolling_stability_200,0.685455,0
Volatility14,future_return_12,regime_trending_high_vol,0.574856,46
Volatility14,future_return_12,regime_ranging_low_vol,0.402569,266
Volatility14,future_return_12,regime_trending_low_vol,0.328776,119
Volatility14,future_return_12,regime_ranging_high_vol,0.347561,119
Volatility14,future_return_24,pearson,0.154090,550
Volatility14,future_return_24,spearman,0.011135,550
Volatility14,future_return_24,q_top_pf,3.673389,55
Volatility14,future_return_24,q_top_wr,0.563636,55
Volatility14,future_return_24,q_bottom_pf,3.245105,55
Volatility14,future_return_24,q_bottom_wr,0.709091,55
Volatility14,future_return_24,rolling_mean_50,0.164613,0
Volatility14,future_return_24,rolling_std_50,0.370432,0
Volatility14,future_return_24,rolling_stability_50,0.656364,0
Volatility14,future_return_24,rolling_mean_100,0.148673,0
Volatility14,future_return_24,rolling_std_100,0.254220,0
Volatility14,future_return_24,rolling_stability_100,0.632727,0
Volatility14,future_return_24,rolling_mean_200,0.078336,0
Volatility14,future_return_24,rolling_std_200,0.190293,0
Volatility14,future_return_24,rolling_stability_200,0.634545,0
Volatility14,future_return_24,regime_trending_high_vol,0.543306,46
Volatility14,future_return_24,regime_ranging_low_vol,0.386574,266
Volatility14,future_return_24,regime_trending_low_vol,0.464084,119
Volatility14,future_return_24,regime_ranging_high_vol,0.195612,119
Volatility14,,decay_peak,0.131268,0
Volatility14,,decay_avg,0.096603,0
Volatility14,,decay_rate,-0.003342,0
Volatility14,,decay_persistence,0.075929,0
Volatility50,future_return_4,pearson,0.069213,550
Volatility50,future_return_4,spearman,0.066434,550
Volatility50,future_return_4,q_top_pf,2.526812,55
Volatility50,future_return_4,q_top_wr,0.654545,55
Volatility50,future_return_4,q_bottom_pf,1.043807,55
Volatility50,future_return_4,q_bottom_wr,0.545455,55
Volatility50,future_return_4,rolling_mean_50,-0.047232,0
Volatility50,future_return_4,rolling_std_50,0.315485,0
Volatility50,future_return_4,rolling_stability_50,0.589091,0
Volatility50,future_return_4,rolling_mean_100,-0.012270,0
Volatility50,future_return_4,rolling_std_100,0.203458,0
Volatility50,future_return_4,rolling_stability_100,0.629091,0
Volatility50,future_return_4,rolling_mean_200,-0.008516,0
Volatility50,future_return_4,rolling_std_200,0.125577,0
Volatility50,future_return_4,rolling_stability_200,0.670909,0
Volatility50,future_return_4,regime_trending_high_vol,0.256516,46
Volatility50,future_return_4,regime_ranging_low_vol,0.217413,266
Volatility50,future_return_4,regime_trending_low_vol,0.430765,119
Volatility50,future_return_4,regime_ranging_high_vol,0.136401,119
Volatility50,future_return_12,pearson,0.080860,550
Volatility50,future_return_12,spearman,0.057815,550
Volatility50,future_return_12,q_top_pf,2.154225,55
Volatility50,future_return_12,q_top_wr,0.563636,55
Volatility50,future_return_12,q_bottom_pf,0.938733,55
Volatility50,future_return_12,q_bottom_wr,0.581818,55
Volatility50,future_return_12,rolling_mean_50,0.056542,0
Volatility50,future_return_12,rolling_std_50,0.380142,0
Volatility50,future_return_12,rolling_stability_50,0.505455,0
Volatility50,future_return_12,rolling_mean_100,0.077714,0
Volatility50,future_return_12,rolling_std_100,0.284910,0
Volatility50,future_return_12,rolling_stability_100,0.554545,0
Volatility50,future_return_12,rolling_mean_200,0.058113,0
Volatility50,future_return_12,rolling_std_200,0.199888,0
Volatility50,future_return_12,rolling_stability_200,0.558182,0
Volatility50,future_return_12,regime_trending_high_vol,0.222042,46
Volatility50,future_return_12,regime_ranging_low_vol,0.332976,266
Volatility50,future_return_12,regime_trending_low_vol,0.377797,119
Volatility50,future_return_12,regime_ranging_high_vol,0.412002,119
Volatility50,future_return_24,pearson,-0.003137,550
Volatility50,future_return_24,spearman,-0.036916,550
Volatility50,future_return_24,q_top_pf,0.466631,55
Volatility50,future_return_24,q_top_wr,0.254545,55
Volatility50,future_return_24,q_bottom_pf,0.688962,55
Volatility50,future_return_24,q_bottom_wr,0.454545,55
Volatility50,future_return_24,rolling_mean_50,0.161227,0
Volatility50,future_return_24,rolling_std_50,0.427955,0
Volatility50,future_return_24,rolling_stability_50,0.643636,0
Volatility50,future_return_24,rolling_mean_100,0.146746,0
Volatility50,future_return_24,rolling_std_100,0.361801,0
Volatility50,future_return_24,rolling_stability_100,0.620000,0
Volatility50,future_return_24,rolling_mean_200,0.092737,0
Volatility50,future_return_24,rolling_std_200,0.288118,0
Volatility50,future_return_24,rolling_stability_200,0.514545,0
Volatility50,future_return_24,regime_trending_high_vol,-0.043006,46
Volatility50,future_return_24,regime_ranging_low_vol,0.358035,266
Volatility50,future_return_24,regime_trending_low_vol,0.493469,119
Volatility50,future_return_24,regime_ranging_high_vol,0.057917,119
Volatility50,,decay_peak,0.069337,0
Volatility50,,decay_avg,0.052396,0
Volatility50,,decay_rate,0.023899,0
Volatility50,,decay_persistence,0.020026,0
ADX14,,composite_score,0.758000,0
LSRatioRaw,,composite_score,0.738000,0
LSRatioNormalized,,composite_score,0.718000,0
Volatility14,,composite_score,0.688000,0
Volatility50,,composite_score,0.644000,0
Return1,,composite_score,0.626000,0
FundingRate,,composite_score,0.602000,0
LiqImbalance,,composite_score,0.600000,0
FundingZScore30,,composite_score,0.590000,0
RSI14,,composite_score,0.578000,0
EMA20,,composite_score,0.572000,0
Return12,,composite_score,0.504000,0
VolumeEMA20,,composite_score,0.494000,0
PriceAboveEMA20,,composite_score,0.464000,0
OIDelta12Pct,,composite_score,0.462000,0
PriceAboveEMA200,,composite_score,0.428000,0
OIZScore30,,composite_score,0.428000,0
PriceAboveEMA50,,composite_score,0.420000,0
ATR14,,composite_score,0.400000,0
LiqShortUSD,,composite_score,0.390000,0
LiqLongUSD,,composite_score,0.386000,0
Return4,,composite_score,0.366000,0
EMA50,,composite_score,0.322000,0
OIDelta1Pct,,composite_score,0.298000,0
EMA200,,composite_score,0.278000,0
OIDelta4Pct,,composite_score,0.246000,0
EMA20,future_return_4,pearson,-0.096139,2805
EMA20,future_return_4,spearman,-0.023662,2805
EMA20,future_return_4,q_top_pf,0.795692,280
EMA20,future_return_4,q_top_wr,0.460714,280
EMA20,future_return_4,q_bottom_pf,2.770355,281
EMA20,future_return_4,q_bottom_wr,0.512456,281
EMA20,future_return_4,rolling_mean_50,-0.283662,0
EMA20,future_return_4,rolling_std_50,0.192839,0
EMA20,future_return_4,rolling_stability_50,0.936898,0
EMA20,future_return_4,rolling_mean_100,-0.222624,0
EMA20,future_return_4,rolling_std_100,0.151393,0
EMA20,future_return_4,rolling_stability_100,0.937255,0
EMA20,future_return_4,rolling_mean_200,-0.185782,0
EMA20,future_return_4,rolling_std_200,0.110385,0
EMA20,future_return_4,rolling_stability_200,0.959715,0
EMA20,future_return_4,regime_trending_low_vol,-0.303614,557
EMA20,future_return_4,regime_trending_high_vol,-0.136051,285
EMA20,future_return_4,regime_ranging_high_vol,-0.078569,557
EMA20,future_return_4,regime_ranging_low_vol,-0.180951,1406
EMA20,future_return_12,pearson,-0.210904,2805
EMA20,future_return_12,spearman,-0.076653,2805
EMA20,future_return_12,q_top_pf,0.549267,280
EMA20,future_return_12,q_top_wr,0.425000,280
EMA20,future_return_12,q_bottom_pf,5.121637,281
EMA20,future_return_12,q_bottom_wr,0.590747,281
EMA20,future_return_12,rolling_mean_50,-0.357293,0
EMA20,future_return_12,rolling_std_50,0.283012,0
EMA20,future_return_12,rolling_stability_50,0.901604,0
EMA20,future_return_12,rolling_mean_100,-0.322599,0
EMA20,future_return_12,rolling_std_100,0.223945,0
EMA20,future_return_12,rolling_stability_100,0.929055,0
EMA20,future_return_12,rolling_mean_200,-0.301404,0
EMA20,future_return_12,rolling_std_200,0.159525,0
EMA20,future_return_12,rolling_stability_200,0.956150,0
EMA20,future_return_12,regime_trending_low_vol,-0.597248,557
EMA20,future_return_12,regime_trending_high_vol,-0.060853,285
EMA20,future_return_12,regime_ranging_high_vol,-0.190930,557
EMA20,future_return_12,regime_ranging_low_vol,-0.247747,1406
EMA20,future_return_24,pearson,-0.246247,2805
EMA20,future_return_24,spearman,-0.142477,2805
EMA20,future_return_24,q_top_pf,0.377634,280
EMA20,future_return_24,q_top_wr,0.353571,280
EMA20,future_return_24,q_bottom_pf,10.277504,281
EMA20,future_return_24,q_bottom_wr,0.647687,281
EMA20,future_return_24,rolling_mean_50,-0.365429,0
EMA20,future_return_24,rolling_std_50,0.337791,0
EMA20,future_return_24,rolling_stability_50,0.876649,0
EMA20,future_return_24,rolling_mean_100,-0.391218,0
EMA20,future_return_24,rolling_std_100,0.281661,0
EMA20,future_return_24,rolling_stability_100,0.910873,0
EMA20,future_return_24,rolling_mean_200,-0.397451,0
EMA20,future_return_24,rolling_std_200,0.211359,0
EMA20,future_return_24,rolling_stability_200,0.962210,0
EMA20,future_return_24,regime_trending_low_vol,-0.544321,557
EMA20,future_return_24,regime_trending_high_vol,-0.062423,285
EMA20,future_return_24,regime_ranging_high_vol,-0.264619,557
EMA20,future_return_24,regime_ranging_low_vol,-0.285706,1406
EMA20,,decay_peak,0.194362,0
EMA20,,decay_avg,0.132680,0
EMA20,,decay_rate,-0.067231,0
EMA20,,decay_persistence,0.059900,0
EMA50,future_return_4,pearson,-0.081648,2805
EMA50,future_return_4,spearman,-0.018796,2805
EMA50,future_return_4,q_top_pf,0.856949,280
EMA50,future_return_4,q_top_wr,0.453571,280
EMA50,future_return_4,q_bottom_pf,2.985977,281
EMA50,future_return_4,q_bottom_wr,0.551601,281
EMA50,future_return_4,rolling_mean_50,-0.203385,0
EMA50,future_return_4,rolling_std_50,0.207870,0
EMA50,future_return_4,rolling_stability_50,0.862389,0
EMA50,future_return_4,rolling_mean_100,-0.175200,0
EMA50,future_return_4,rolling_std_100,0.151727,0
EMA50,future_return_4,rolling_stability_100,0.908734,0
EMA50,future_return_4,rolling_mean_200,-0.155847,0
EMA50,future_return_4,rolling_std_200,0.108916,0
EMA50,future_return_4,rolling_stability_200,0.956506,0
EMA50,future_return_4,regime_trending_low_vol,-0.180946,557
EMA50,future_return_4,regime_trending_high_vol,-0.105421,285
EMA50,future_return_4,regime_ranging_high_vol,-0.081927,557
EMA50,future_return_4,regime_ranging_low_vol,-0.211619,1406
EMA50,future_return_12,pearson,-0.185813,2805
EMA50,future_return_12,spearman,-0.077465,2805
EMA50,future_return_12,q_top_pf,0.599630,280
EMA50,future_return_12,q_top_wr,0.453571,280
EMA50,future_return_12,q_bottom_pf,8.660804,281
EMA50,future_return_12,q_bottom_wr,0.633452,281
EMA50,future_return_12,rolling_mean_50,-0.257002,0
EMA50,future_return_12,rolling_std_50,0.321167,0
EMA50,future_return_12,rolling_stability_50,0.828877,0
EMA50,future_return_12,rolling_mean_100,-0.275804,0
EMA50,future_return_12,rolling_std_100,0.235084,0
EMA50,future_return_12,rolling_stability_100,0.890909,0
EMA50,future_return_12,rolling_mean_200,-0.278101,0
EMA50,future_return_12,rolling_std_200,0.168200,0
